Supplier Name,Phone Number,Category,URL,Main Image,Gallery,Real Phone,Website,Google Reviews Link,Google Image,Google Rating,Reviews Count,Address
סטודיו האקדמיה לאיפור,054-7881803,איפור,,/media/suppliers/054-7881803/img_1.jpg,,054-7881803,http://leons.co.il/,,,149 ביקורות,149,"יואל כהן 6, ראשון לציון"
מירי פמילי,053-3391286,איפור,,/media/suppliers/053-3391286/img_1.jpg,/media/suppliers/053-3391286/img_2.jpg|/media/suppliers/053-3391286/img_3.jpg|/media/suppliers/053-3391286/img_4.jpg|/media/suppliers/053-3391286/img_5.jpg,053-3391286,https://www.instagram.com/Miri_famili_makeupartist/,,,,,"יצחק שדה, תל אביב יפו"
רן חפץ עיצוב שיער,050-5113333,איפור,,/media/suppliers/050-5113333/img_1.jpg,/media/suppliers/050-5113333/img_2.jpg|/media/suppliers/050-5113333/img_3.jpg|/media/suppliers/050-5113333/img_4.jpg|/media/suppliers/050-5113333/img_5.jpg,050-5113333,https://www.instagram.com/Ran_chefetz/,,,27 ביקורות,27,"לאה גולדברג 3, תל אביב יפו"
מרי מי,052-6896129,איפור,,/media/suppliers/052-6896129/img_1.jpg,/media/suppliers/052-6896129/img_2.jpg|/media/suppliers/052-6896129/img_3.jpg|/media/suppliers/052-6896129/img_4.jpg|/media/suppliers/052-6896129/img_5.jpg,052-6896129,http://marryme-brides.co.il/,,,183 ביקורות,183,"הרכסים 28, רמת גן"
ארז אברהם,054-7317005,איפור,,/media/suppliers/054-7317005/img_1.jpg,,054-7317005,https://www.facebook.com/1863897170547399,,,10 ביקורות,10,"דרך מנחם בגין 20, רמת גן"
קובי ואלי בורוכוב,03-5235761,איפור,,/media/suppliers/03-5235761/img_1.jpg,/media/suppliers/03-5235761/img_2.jpg,03-5235761,http://borochov-ke.co.il/,,,297 ביקורות,297,"בן יהודה 71, תל אביב יפו"
רועי אמזלג,03-6432303,איפור,,/media/suppliers/03-6432303/img_1.jpg,/media/suppliers/03-6432303/img_2.jpg|/media/suppliers/03-6432303/img_3.jpg,03-6432303,http://amireliyahu.mitchatnim.co.il/,,,153 ביקורות,153,"ה' באייר 64, תל אביב יפו"
בן עיצובים,052-8562960,איפור,,/media/suppliers/052-8562960/img_1.jpg,,052-8562960,https://www.facebook.com/204683566250605,,,50 ביקורות,50,"וייצבארד 2, ראשון לציון"
אקטיב ביוטי,050-7409946,איפור,,/media/suppliers/050-7409946/img_1.jpg,/media/suppliers/050-7409946/img_2.jpg|/media/suppliers/050-7409946/img_3.jpg|/media/suppliers/050-7409946/img_4.jpg|/media/suppliers/050-7409946/img_5.jpg,050-7409946,https://www.facebook.com/102483363184095,,,69 ביקורות,69,"שדרות ירושלים 11, רמת גן"
עומרי רשף עיצוב שיער,052-5211234,איפור,,/media/suppliers/052-5211234/img_1.jpg,/media/suppliers/052-5211234/img_2.jpg|/media/suppliers/052-5211234/img_3.jpg|/media/suppliers/052-5211234/img_4.jpg|/media/suppliers/052-5211234/img_5.jpg,052-5211234,https://www.instagram.com/omri_reshef_hair_salon/,,,105 ביקורות,105,"מונטיפיורי 16, תל אביב יפו (אקרופוליס החדשה)"
פדידה אבי,03-6968163,איפור,,/media/suppliers/03-6968163/img_1.jpg,/media/suppliers/03-6968163/img_2.jpg|/media/suppliers/03-6968163/img_3.jpg,03-6968163,https://www.facebook.com/293221110712248,,,8 ביקורות,8,"וייצמן 24, תל אביב יפו"
לילך לויאן,050-2996636,איפור,,/media/suppliers/050-2996636/img_1.jpg,/media/suppliers/050-2996636/img_2.jpg|/media/suppliers/050-2996636/img_3.jpg|/media/suppliers/050-2996636/img_4.jpg|/media/suppliers/050-2996636/img_5.jpg,050-2996636,https://www.instagram.com/Lilach_levian/,,,2 ביקורות,2,"אנדריוס 6, תל אביב יפו"
מספרת רועי ראובני,052-6968697,איפור,,/media/suppliers/052-6968697/img_1.jpg,,052-6968697,http://linktr.ee/,,,268 ביקורות,268,"בזל 33, תל אביב יפו"
ביוטי סטייל,03-6728659,איפור,,/media/suppliers/03-6728659/img_1.jpg,/media/suppliers/03-6728659/img_2.jpg|/media/suppliers/03-6728659/img_3.jpg|/media/suppliers/03-6728659/img_4.jpg|/media/suppliers/03-6728659/img_5.jpg,03-6728659,https://www.facebook.com/328944153895762,,,117 ביקורות,117,"הרא""ה 34, רמת גן"
עופר פיכמן,03-9503015,איפור,,/media/suppliers/03-9503015/img_1.jpg,,03-9503015,,,,51 ביקורות,51,"השדה 12, ראשון לציון"
מוטי עמר עיצוב שיער,054-5673366,איפור,,/media/suppliers/054-5673366/img_1.jpg,/media/suppliers/054-5673366/img_2.jpg|/media/suppliers/054-5673366/img_3.jpg|/media/suppliers/054-5673366/img_4.jpg|/media/suppliers/054-5673366/img_5.jpg,054-5673366,http://motiamar.co.il/,,,92 ביקורות,92,"כצנלסון 134, גבעתיים"
גבי דנהירש,03-6768070,איפור,,/media/suppliers/03-6768070/img_1.jpg,,03-6768070,https://www.instagram.com/my_bike_tel_aviv/,,,99 ביקורות,99,"עוזיאל 27, רמת גן"
קלי דולב איפור ושיער,054-8016015,איפור,,/media/suppliers/054-8016015/img_1.jpg,/media/suppliers/054-8016015/img_2.jpg|/media/suppliers/054-8016015/img_3.jpg|/media/suppliers/054-8016015/img_4.jpg|/media/suppliers/054-8016015/img_5.jpg,054-8016015,http://dibiz.com/kellydolev,,,12 ביקורות,12,"קהילת ונציה 15, תל אביב יפו"
יערה מרדכי איפור כלות וערב,052-5236578,איפור,,/media/suppliers/052-5236578/img_1.jpg,,052-5236578,http://yaaram.mitchatnim.co.il/,,,9 ביקורות,9,"מרזוק ועזר 11, תל אביב יפו"
ענת נוימן,052-3970689,איפור,,/media/suppliers/052-3970689/img_1.jpg,,052-3970689,,,,5 ביקורות,5,"שלומציון המלכה 6, תל אביב יפו"
עיצוב שיער עליזה,050-6786908,איפור,,/media/suppliers/050-6786908/img_1.jpg,,050-6786908,,,,,,"הרא""ה 118, רמת גן"
לירון שמואל,054-2323843,איפור,,/media/suppliers/054-2323843/img_1.jpg,/media/suppliers/054-2323843/img_2.jpg|/media/suppliers/054-2323843/img_3.jpg|/media/suppliers/054-2323843/img_4.jpg|/media/suppliers/054-2323843/img_5.jpg,054-2323843,https://www.instagram.com/Lironshmuel28/,,,61 ביקורות,61,"יהושע חנקין 81, חולון"
איתי דמול,03-6030195,איפור,,/media/suppliers/03-6030195/img_1.jpg,/media/suppliers/03-6030195/img_2.jpg|/media/suppliers/03-6030195/img_3.jpg|/media/suppliers/03-6030195/img_4.jpg|/media/suppliers/03-6030195/img_5.jpg,03-6030195,,,,43 ביקורות,43,"תובל 26, רמת גן"
ליאור ברקוביץ' makeup,054-7388381,איפור,,/media/suppliers/054-7388381/img_1.jpg,/media/suppliers/054-7388381/img_2.jpg|/media/suppliers/054-7388381/img_3.jpg|/media/suppliers/054-7388381/img_4.jpg,054-7388381,http://liorberko123.wixsite.com/liorberkovichmakeup,,,,,"בר גיורא 11, תל אביב יפו"
עדי כצנלסון,052-2522413,איפור,,/media/suppliers/052-2522413/img_1.jpg,,052-2522413,,,,16 ביקורות,16,"אסירי ציון 26, פתח תקווה"
ריקי ציון,052-4433163,איפור,,/media/suppliers/052-4433163/img_1.jpg,/media/suppliers/052-4433163/img_2.jpg|/media/suppliers/052-4433163/img_3.jpg|/media/suppliers/052-4433163/img_4.jpg|/media/suppliers/052-4433163/img_5.jpg,052-4433163,https://www.instagram.com/riki_zion_makeup_hair/,,,37 ביקורות,37,"שרה אהרונסון 8, פתח תקווה"
ציפורן טיפוח ושיזוף,03-6421271,איפור,,/media/suppliers/03-6421271/img_1.jpg,/media/suppliers/03-6421271/img_2.jpg|/media/suppliers/03-6421271/img_3.jpg|/media/suppliers/03-6421271/img_4.jpg|/media/suppliers/03-6421271/img_5.jpg,03-6421271,https://www.instagram.com/ziporen2/,,,62 ביקורות,62,"אופנהיימר 13, תל אביב יפו"
ITZIK DABACH,050-4400162,איפור,,/media/suppliers/050-4400162/img_1.jpg,,050-4400162,https://www.facebook.com/1477673255879510,,,85 ביקורות,85,"מח""ל 36, תל אביב יפו"
ניחוח אשה,03-6709012,איפור,,/media/suppliers/03-6709012/img_1.jpg,/media/suppliers/03-6709012/img_2.jpg|/media/suppliers/03-6709012/img_3.jpg,03-6709012,http://didinails.co.il/,,,65 ביקורות,65,"דרך זאב ז'בוטינסקי 44, רמת גן"
המספרה של אנה,03-6203353,איפור,,/media/suppliers/03-6203353/img_1.jpg,/media/suppliers/03-6203353/img_2.jpg|/media/suppliers/03-6203353/img_3.jpg|/media/suppliers/03-6203353/img_4.jpg|/media/suppliers/03-6203353/img_5.jpg,03-6203353,https://www.instagram.com/annahaircreator/,,,110 ביקורות,110,"שלמה המלך 29, תל אביב יפו"
בן רביבו,054-5514667,איפור,,/media/suppliers/054-5514667/img_1.jpg,/media/suppliers/054-5514667/img_2.jpg|/media/suppliers/054-5514667/img_3.jpg|/media/suppliers/054-5514667/img_4.jpg|/media/suppliers/054-5514667/img_5.jpg,054-5514667,https://www.instagram.com/benravivo/,,,57 ביקורות,57,"שפינוזה 1, תל אביב יפו"
שירן אוריאל מאפרת ומסרקת כלות גבעת שמואל,052-5049898,איפור,,/media/suppliers/052-5049898/img_1.jpg,,052-5049898,,,,22 ביקורות,22,"הסיבים 46, פתח תקווה"
ראשם,03-6200476,איפור,,/media/suppliers/03-6200476/img_1.jpg,/media/suppliers/03-6200476/img_2.jpg|/media/suppliers/03-6200476/img_3.jpg|/media/suppliers/03-6200476/img_4.jpg|/media/suppliers/03-6200476/img_5.jpg,03-6200476,http://hroshem.com/,,,98 ביקורות,98,"דיזנגוף סנטר, תל אביב יפו"
אצל רותם,054-5777732,איפור,,/media/suppliers/054-5777732/img_1.jpg,/media/suppliers/054-5777732/img_2.jpg|/media/suppliers/054-5777732/img_3.jpg|/media/suppliers/054-5777732/img_4.jpg|/media/suppliers/054-5777732/img_5.jpg,054-5777732,http://rotembeauty.co.il/,,,101 ביקורות,101,"סירקין 5, גבעתיים"
שלומית פדידה,052-2502563,איפור,,/media/suppliers/052-2502563/img_1.jpg,/media/suppliers/052-2502563/img_2.jpg|/media/suppliers/052-2502563/img_3.jpg|/media/suppliers/052-2502563/img_4.jpg|/media/suppliers/052-2502563/img_5.jpg,052-2502563,https://www.instagram.com/shlomitfedida/,,,51 ביקורות,51,"שכונת נווה הדרים, ראשון לציון"
,052-4386910,דיג`יי,https://easy.co.il/page/27390693,https://media.easy.co.il/images/PICS/8947559.jpg,/media/suppliers/052-4386910/img_1.jpg,052-4386910,,https://easy.co.il/page/27390693,https://media.easy.co.il/images/PICS/8947559.jpg,489 ביקורות,,
,050-8025454,דיג`יי,https://easy.co.il/page/27390035,https://media.easy.co.il/images/category/ip8/1372b.png,/media/suppliers/050-8025454/img_1.jpg,050-8025454,,https://easy.co.il/page/27390035,https://media.easy.co.il/images/category/ip8/1372b.png,982 ביקורות,,
אספוסה,050-6625588,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אספוסה_1785345954_1.jpg,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אספוסה_1785345956_2.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אספוסה_1785345957_3.jpg,050-6625588,http://www.esposa.co.il/,,,4,1053,"הדובדבן 9, קרית אונו, ישראל"
אריאל אריכא | צלם,050-7491390,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אריאל_אריכא___צלם_1785345963_1.jpg,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אריאל_אריכא___צלם_1785345964_2.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אריאל_אריכא___צלם_1785345966_3.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אריאל_אריכא___צלם_1785345967_4.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אריאל_אריכא___צלם_1785345968_5.jpg,050-7491390,https://www.instagram.com/arielaricha/,,,4,987,"צופית 6, ראש העין, ישראל"
Daniel Danilov Photostudio,054-7936080,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\Daniel_Danilov_Photostudio_1785345972_1.jpg,,054-7936080,https://2ringsstory.com/,,,5,117,"חדרה, ישראל"
צילום גיא ניסים,052-5703610,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\צילום_גיא_ניסים_1785345980_1.jpg,,052-5703610,https://www.instagram.com/guy_nisim_photography/,,,5,539,"נתניה, נתניה"
מומנטוס | momentos,050-3623255,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\מומנטוס___momentos_1785345989_1.jpg,,050-3623255,http://www.momentos.org.il/,,,5,906,"מודיעין 27, ראש העין, ישראל"
יהל שרביט צילום,054-4498285,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\יהל_שרביט_צילום_1785345997_1.jpg,,054-4498285,http://yahel-photography.com/,,,5,208,"הפודים 3, רמת גן, ישראל"
PHOTOSHOT צילום אירועים,055-9705808,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\PHOTOSHOT_צילום_אירועים_1785346005_1.jpg,,055-9705808,http://WWW.PHOTOSHOT.CO.IL,,,5,308,"יוספטל 25, אשדוד, ישראל"
"עופר מתיתיהו | צלם אירועים | צילומי זוגיות בחו""ל",052-8710700,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\עופר_מתיתיהו___צלם_אירועים___צילומי_זוגיות_בחו_ל_1785346013_1.jpg,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\עופר_מתיתיהו___צלם_אירועים___צילומי_זוגיות_בחו_ל_1785346014_2.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\עופר_מתיתיהו___צלם_אירועים___צילומי_זוגיות_בחו_ל_1785346016_3.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\עופר_מתיתיהו___צלם_אירועים___צילומי_זוגיות_בחו_ל_1785346018_4.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\עופר_מתיתיהו___צלם_אירועים___צילומי_זוגיות_בחו_ל_1785346019_5.jpg,052-8710700,http://www.oferm.co.il,,,5,514,"פלורנטין, תל אביב יפו"
אסטוריה צלמים | Astoria photography,050-8005619,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אסטוריה_צלמים___Astoria_photography_1785346024_1.jpg,,050-8005619,https://www.instagram.com/astoria_photography.wedd/,,,5,38,"ראשון לציון, ישראל"
יניב באיו - צילום בסגנון קולנועי,052-2701601,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\יניב_באיו_-_צילום_בסגנון_קולנועי_1785346031_1.jpg,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\יניב_באיו_-_צילום_בסגנון_קולנועי_1785346033_2.jpg,052-2701601,https://www.instagram.com/benedict_2859__porter/,,,4,745,"הירקנים 1, רמות השבים, ישראל"
שחר דרורי,050-7541511,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\שחר_דרורי_1785346040_1.jpg,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\שחר_דרורי_1785346042_2.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\שחר_דרורי_1785346043_3.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\שחר_דרורי_1785346044_4.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\שחר_דרורי_1785346046_5.jpg,050-7541511,https://www.facebook.com/ShaharDroriZalam,,,5,395,"רמת הכובש, ישראל"
גלושא צלמים,054-7216033,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\גלושא_צלמים_1785346052_1.jpg,,054-7216033,http://galushawed.co.il,,,5.0,717,"שדרות ההסתדרות 251, חיפה, ישראל"
ברגש-רן שיינברגר צלם,054-4931141,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\ברגש-רן_שיינברגר_צלם_1785346059_1.jpg,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\ברגש-רן_שיינברגר_צלם_1785346060_2.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\ברגש-רן_שיינברגר_צלם_1785346061_3.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\ברגש-רן_שיינברגר_צלם_1785346062_4.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\ברגש-רן_שיינברגר_צלם_1785346063_5.jpg,054-4931141,https://www.facebook.com/ran.shainberger,,,5,889,"יד חרוצים 12, תל אביב יפו, ישראל"
תומר ארבל סטודיו לצילום אירועים,050-7290072,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\תומר_ארבל_סטודיו_לצילום_אירועים_1785346068_1.jpg,,050-7290072,https://www.facebook.com/TomerArbelPhotography/?pnref=lhc,,,5.0,189,"אבן יהודה, ישראל"
ברי צילום,052-3432655,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\ברי_צילום_1785346080_1.jpg,,052-3432655,https://www.instagram.com/bary_hayoun/,,,5,484,"נתיב הזית 66, ינוב, ישראל"
לייב מומנטס | Livemoments - צילום אירועים,055-2118746,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\לייב_מומנטס___Livemoments_-_צילום_אירועים_1785346091_1.jpg,,055-2118746,http://livemoments.co.il,,,5,6,"רוטשילד 38, ראשון לציון, ישראל"
צילום אדיר - אדיר לוטן,055-9704453,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\צילום_אדיר_-_אדיר_לוטן_1785346104_1.jpg,,055-9704453,https://www.adirlotan.com/weddings,,,5,74,"אליעזר קפלן, תל אביב יפו, ישראל"
אנטון פילין - צלם חתונות,054-7892181,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אנטון_פילין_-_צלם_חתונות_1785346114_1.jpg,,054-7892181,https://www.gidon-creative.com/anton-feelin,,,5,48,"לח""י 2, ראשון לציון, ישראל"
מיטל הלוי וסר - צלמת,052-6661789,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\מיטל_הלוי_וסר_-_צלמת_1785346125_1.jpg,,052-6661789,https://www.instagram.com/meitalhaleviphotography?igsh=bHMwbjR1NGI5a2M5&utm_source=qr,,,5,72,"השרון, ישראל"
אורי עשור צלמים,052-6888647,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אורי_עשור_צלמים_1785346138_1.jpg,,052-6888647,https://www.oriassorphoto.com,,,5,132,"כנען, אור יהודה, ישראל"
נדב כהן יונתן,054-7722090,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\נדב_כהן_יונתן_1785346151_1.jpg,,054-7722090,http://www.nadav-wed.com,,,5,669,"עמק החולה, רמת גן, ישראל"
יוסי פנסו,050-8005558,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\יוסי_פנסו_1785346164_1.jpg,,050-8005558,https://www.facebook.com/yossi.penso.1,,,5.0,136,"משה גושן 86, קרית מוצקין, ישראל"
דניס בוטנרו - צלם,054-2515535,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\דניס_בוטנרו_-_צלם_1785346178_1.jpg,,054-2515535,http://www.denisbutnaru.com,,,5,211,"המעלית 1, קדימה צורן, ישראל"
מבטים,055-9705803,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\מבטים_1785346189_1.jpg,,055-9705803,https://www.instagram.com/mabatim_photographers/,,,4,165,"חלוצי התעשיה 16, חיפה, ישראל"
אקפלה צלמים,03-3819330,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אקפלה_צלמים_1785346199_1.jpg,,03-3819330,https://acapella-photo.pic-time.com/portfolio,,,5,45,"האופה 3, מודיעין מכבים רעות, ישראל"
Omiz Photography | עומר מדר,050-8005549,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\Omiz_Photography___עומר_מדר_1785346209_1.jpg,,050-8005549,https://omizphotography.myportfolio.com/work,,,5,23,"אבן יהודה, ישראל"
אלוני מור -Zoom 99,052-2328944,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אלוני_מור_-Zoom_99_1785346219_1.jpg,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אלוני_מור_-Zoom_99_1785346220_2.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אלוני_מור_-Zoom_99_1785346222_3.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אלוני_מור_-Zoom_99_1785346223_4.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אלוני_מור_-Zoom_99_1785346224_5.jpg,052-2328944,http://www.ZOOM-99.COM,,,4,486,"נחלת יצחק 34, תל אביב יפו, ישראל"
פרראס צלמים | Fereras photographers,050-8255285,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\פרראס_צלמים___Fereras_photographers_1785346229_1.jpg,,050-8255285,https://www.fereras.com/%D7%97%D7%AA%D7%95%D7%A0%D7%95%D7%AA#6266dcccb36a5,,,5,79,"באר שבע, ישראל"
כתום צלמים,050-8090780,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\כתום_צלמים_1785346239_1.jpg,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\כתום_צלמים_1785346241_2.jpg,050-8090780,http://www.catom.net,,,4,460,"שדרות הנשיא 131, חיפה, ישראל"
אולג בל - צילום חתונות ואירועים,050-8090162,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אולג_בל_-_צילום_חתונות_ואירועים_1785346249_1.jpg,,050-8090162,http://www.olegbell.com/,,,5,75,"הקוקיה 30, ראשון לציון, ישראל"
אלי חן | הפקות צילום לאירועים,054-6371028,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אלי_חן___הפקות_צילום_לאירועים_1785346257_1.jpg,,054-6371028,https://www.instagram.com/elihen_photographer/,,,5,212,"מושב פורת, ישראל"
שלומי פרי - ארט פוקוס צלמים,052-3600978,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\שלומי_פרי_-_ארט_פוקוס_צלמים_1785346266_1.jpg,,052-3600978,http://www.shlomiperry.com,,,4,88,"זוויתן, תל מונד"
איתן ון צילום | Eitan van photograpy,050-8005618,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\איתן_ון_צילום___Eitan_van_photograpy_1785346275_1.jpg,,050-8005618,https://EitanVanphotography.pixieset.com/portfolio/,,,5,105,"ירושלים, ישראל"
מור לוי צילום | Mor Levi Photographer,052-8583752,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\מור_לוי_צילום___Mor_Levi_Photographer_1785346283_1.jpg,,052-8583752,http://www.mor-levi.co.il/,,,5,367,"שדרות ההסתדרות 247, חיפה, ישראל"
וניל צלמים,050-9109109,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\וניל_צלמים_1785346292_1.jpg,,050-9109109,http://www.vanil.co.il,,,4,222,"חיפה, ישראל"
דורי אהרון - צילום,052-6560866,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\דורי_אהרון_-_צילום_1785346300_1.jpg,,052-6560866,http://doriaharon.com,,,5.0,103,"אלכסנדר ינאי 26, חיפה, ישראל"
AGS אלון וגיא,052-8137371,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\AGS_אלון_וגיא_1785346309_1.jpg,,052-8137371,http://www.studioags.com/,,,5.0,162,"הפודים 36, רמת גן, ישראל"
ילון STUDIO G,054-2221004,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\ילון_STUDIO_G_1785346317_1.jpg,,054-2221004,http://www.ygstudio.co.il/,,,5.0,28,"פלמ""ח 30, נס ציונה, ישראל"
רני אסולין צילום,050-8087574,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\רני_אסולין_צילום_1785346326_1.jpg,,050-8087574,https://instagram.com/raniasulin_photography,,,5,14,"גאולים 27, זכרון יעקב, ישראל"
Bensha - Videographer & Editor,055-2118686,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\Bensha_-_Videographer___Editor_1785346334_1.jpg,,055-2118686,https://www.instagram.com/bensha.omri/,,,5,18,"23, דור, ישראל"
שידור חתונה ב-Live,054-4658591,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\שידור_חתונה_ב-Live_1785346344_1.jpg,,054-4658591,http://shidurlive.co.il,,,5,43,"תל אביב, ישראל"
קובי לחמיש,052-8786300,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\קובי_לחמיש_1785346359_1.jpg,,052-8786300,,,,4,118,"שושנת העמקים 4, קדימה צורן, ישראל"
עידן קופי,050-4020092,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\עידן_קופי_1785346368_1.jpg,,050-4020092,,,,5,12,"משען, ישראל"
GUY LEVI - WEDDINGS,054-7767994,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\GUY_LEVI_-_WEDDINGS_1785346377_1.jpg,,054-7767994,https://www.instagram.com/guylevi_weddings/profilecard/?igsh=NnpmZTc3eWQyeGM3,,,5,55,"הרצליה, ישראל"
STRAVO | דניאל סטרבו צילום אירועים,050-7414777,צילום,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\STRAVO___דניאל_סטרבו_צילום_אירועים_1785346386_1.jpg,,050-7414777,https://www.stravophoto.com/,,,5,55,"בן אב""י 60, נתניה, ישראל"
