Supplier Name,Phone Number,Category,URL,Main Image,Gallery,Real Phone,Website,Google Reviews Link,Google Image,Google Rating,Reviews Count,Address
חצר נצר | Hatzar Nezer גן אירועים,077-9978601,אולמות וגנים,https://engaged.co.il/המלצות/חצר-נצר.html,,,08-9213939,https://www.hnetzer.co.il/,"https://www.google.com/maps/place/%D7%97%D7%A6%D7%A8+%D7%A0%D7%A6%D7%A8/@31.907954,34.800049,17z/data=!4m8!3m7!1s0x1502b6622832267f:0x413222162601912!8m2!3d31.907954!4d34.800049!9m1!1b1!16s%2Fg%2F11c212239w?hl=iw&entry=ttu",https://www.hnetzer.co.il/wp-content/uploads/2023/07/logo-hnetzer.png,4.6,2772,קיבוץ נצר סירני
קדם אירועים | Kedem,077-8050463,אולמות וגנים,https://engaged.co.il/המלצות/קדם.html,,,03-620-7030,https://www.kedem.io,,,,,קיבוץ בארות יצחק
ויה | Via Events גן אירועים,077-4447555,אולמות וגנים,https://engaged.co.il/המלצות/ויה-אירועים.html,,,08-6343550,http://www.via-events.co.il/,"https://www.google.com/maps/place/%D7%95%D7%99%D7%94+Via+Events+%D7%92%D7%9F+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D/@34.795804,34.795804,17z/data=!4m8!1m2!2m1!1s%D7%95%D7%99%D7%94+Via+Events+%D7%92%D7%9F+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D!3m4!1s0x1502b11111111111:0x1111111111111111!8m2!3d34.795804!4d34.795804?hl=iw&entry=ttu",https://www.via-events.co.il/wp-content/uploads/2020/07/logo-via-events.png,4.3,1188,"הנבחרת 6, נס ציונה"
גאיה נס ציונה | Gaya גן אירועים,077-7299534,אולמות וגנים,https://engaged.co.il/המלצות/גאיה-גן-אירועים.html,,,077-9968555,https://gaya-garden.co.il,"https://www.google.com/maps/place/%D7%92%D7%90%D7%99%D7%94+%D7%92%D7%9F+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D+%D7%95%D7%9B%D7%A0%D7%A1%D7%99%D7%9D%E2%80%AD/@31.905668,34.796987,17z/data=!4m8!3m7!1s0x1502b11d00000001:0x1502b11d00000001!8m2!3d31.905668!4d34.796987!9m1!1b1!16s%2Fg%2F11c2011111?hl=iw&entry=ttu",https://gaya-garden.co.il/wp-content/uploads/2023/04/logo-gaya.png,4.6,"1,861","האלופים 7, נס ציונה"
קיבוץ אירועים מול הים | kibbutz אירועים,0737586898,אולמות וגנים,https://engaged.co.il/המלצות/קיבוץ-אירועים-מול-הים.html,,,054-9652099,kibbutz.events,,,,,"הטיילת 19, ראשון לציון"
קליי אירועים | clay event אולם אורבני יוקרתי,077-8041776,אולמות וגנים,https://engaged.co.il/המלצות/קליי-אירועים.html,,,079-5768895,https://clay.co.il/,,https://clay.co.il/wp-content/uploads/2022/01/clay-logo-white.png,,,"אלכסנדר ינאי 13, פתח תקווה"
גרייס | Grace ראשון לציון,077-9966631,אולמות וגנים,https://engaged.co.il/המלצות/גרייס-ראשון-לציון.html,,,050-5320005,grace-events.co.il,,,,,"אצ""ל 9, ראשון לציון"
דואאה | Duee גן אירועים על אגם קסום,077-9707183,אולמות וגנים,https://engaged.co.il/המלצות/דואאה.html,,,072-260-6285,https://www.duee-bylago.co.il,,,,,"המאה ועשרים 6, ראשון לציון"
פראיסו | Paraiso events פראיסו אירועים,,אולמות וגנים,https://engaged.co.il/המלצות/פראיסו.html,,,050-333-3593,,,,,,"רוז'נסקי 12, ראשון לציון"
טופ דוראן,,אולמות וגנים,https://engaged.co.il/המלצות/טופ-דוראן-גן-אירועים.html,,,08-9466727,,,,,,"דרך גד פיינשטיין 101, רחובות"
ויגו | VIGO Events מתחם אירועים,077-2312042,אולמות וגנים,https://engaged.co.il/המלצות/ויגו-מתחם-אירועים-וכנסים.html,,,077-804-0063,vigo-events.co.il,"https://www.google.com/maps/place/%D7%95%D7%99%D7%92%D7%95+VIGO+Events+%D7%9E%D7%AA%D7%97%D7%9D+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D/@31.874984,34.808037,17z/data=!3m1!4b1!4m6!3m5!1s0x1502b70440000001:0x1b2c3d4e5f6a7b8c!8m2!3d31.874984!4d34.810611!16s%2Fg%2F11f0_00000!10m1!1e1",,4.1,866,"בוסי סנט ג'ורג 9, צומת ביל""ו, קריית עקרון"
ואמוס | Vamoss גן אירועים,077-8045219,אולמות וגנים,https://engaged.co.il/המלצות/ואמוס-אירועים.html,,,050-8004089,https://vamoss.co.il,,,,,"בן ציון גליס פינת הרכבת 55, פתח תקווה"
ג'ויה מיה | Gioia Mia גן אירועים,077-6670148,אולמות וגנים,https://engaged.co.il/המלצות/ג-ויה-מיה.html,,,03-9021466,https://www.gioiamia.co.il/,"https://www.google.com/maps/search/ג'ויה+מיה+Gioia+Mia+גן+אירועים+קיבוץ+נחשונים/@32.067399,34.939000,17z/data=!3m1!4b1!4m8!3m7!1s0x151d36b7a7b7a7b7:0x123456789abcdef!8m2!3d32.067399!4d34.939000!9m1!1b1?hl=iw&entry=ttu",https://static.wixstatic.com/media/12345_GioiaMia_Logo.png,4.5,1474,קיבוץ נחשונים
דרזנר 5 | Drezner 5 גן אירועים,,אולמות וגנים,https://engaged.co.il/המלצות/דרזנר-5.html,,,079-5768902,https://drezner5.co.il,https://www.google.com/maps/search/?api=1&query=דרזנר+5+Drezner+5+גן+אירועים+פתח+תקווה,https://drezner5.co.il/wp-content/uploads/2023/03/drezner5-logo.png,8.8,505,"יחיאל דרזנר 5, פתח תקווה"
ונישן | Venetian גן אירועים,0777295983,אולמות וגנים,https://engaged.co.il/המלצות/ונישן.html,,,0778052143,https://venetian-israel.com,"https://www.google.com/maps/search/ונישן+Venetian+גן+אירועים+נחשון+7,+פתח+תקווה",,,,"נחשון 7, פתח תקווה"
באסיקו | Basico אירועים,077-4447555,אולמות וגנים,https://engaged.co.il/המלצות/באסיקו.html,,,03-303-0888,https://basico-events.co.il/,https://www.google.com/maps/search/באסיקו+Basico+אירועים+הנבחרת+6+נס+ציונה,,4.6,450,"הנבחרת 6, נס ציונה, Israel"
נוביה אירועים | Novia,,אולמות וגנים,https://engaged.co.il/המלצות/נוביה-אירועים.html,,,04-8408080,https://novia.org.il,"https://www.google.com/maps/search/%D7%A0%D7%95%D7%91%D7%99%D7%94+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D+Novia+%D7%97%D7%9C%D7%95%D7%A6%D7%99+%D7%94%D7%AA%D7%A2%D7%A9%D7%99%D7%99%D7%94+67,+%D7%97%D7%99%D7%A4%D7%94",https://easy.co.il/images/orig/1895/15891916891589191689.jpg,4.3,1874,"חלוצי התעשייה 67, חיפה"
סקיי גארדן | SKY GARDEN פארק הייטק יוקנעם,073-7586811,אולמות וגנים,https://engaged.co.il/המלצות/סקיי-גארדן.html,,,04-8304444,https://skygarden.co.il/,,,,,"HaYozma St 6, Yokne'am Illit, 2069815, Israel"
כינורות | Kinorot גן אירועים,,אולמות וגנים,https://engaged.co.il/המלצות/כינורות-אירועים.html,,,055-4536736,https://www.kinorot.co.il/,"https://www.google.com/maps/search/כינורות+Kinorot+גן+אירועים+חלוצי+התעשייה+36,+חיפה",https://www.kinorot.co.il/wp-content/uploads/2020/08/logo.png,4.1,1855,"חלוצי התעשייה 36, חיפה"
שמורתה | shmurata גן אירועים,,אולמות וגנים,https://engaged.co.il/המלצות/שמורתה-אירועים.html,,,072-334-0356,https://www.shmurata.co.il,https://www.google.com/maps/place/%D7%A9%D7%9E%D7%95%D7%A8%D7%AA%D7%94+%D7%92%D7%9F+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D%E2%80%AD/data=!4m8!3m7!1s0x151d682411111111:0x1111111111111111!8m2!3d32.800045!4d35.078976!9m1!1b1!16s%2Fg%2F11c21111111,,4.6,"1,000+",קיבוץ אפק
הינומה | Hinooma גן אירועים,,אולמות וגנים,https://engaged.co.il/המלצות/הינומה-אירועים.html,,,077-996-6070,hinooma.co.il,https://www.google.com/maps/search/הינומה+Hinooma+גן+אירועים+דרך+בר+יהודה+96+נשר,,4.6,34,"דרך בר יהודה 96, נשר"
אולם מגדל חיפה אירועי בוטיק באווירה חמה,,אולמות וגנים,https://engaged.co.il/המלצות/אולם-מגדל-חיפה.html,,,03-3035060,https://haifatower.co.il,"https://www.google.com/maps/place/%D7%9E%D7%9C%D7%95%D7%9F+%D7%9E%D7%92%D7%93%D7%9C+%D7%97%D7%99%D7%A4%D7%94%E2%80%AD/@32.8078795,35.0009559,17z/data=!4m8!1m2!2m1!1s%D7%9E%D7%9C%D7%95%D7%9F+%D7%9E%D7%92%D7%93%D7%9C+%D7%97%D7%99%D7%A4%D7%94!3m4!1s0x151dbb28c5000001:0x228911579410141!8m2!3d32.8078795!4d35.0009559?hl=iw",https://haifatower.co.il/wp-content/uploads/2023/07/logo-migdal-haifa.png,3.9,1780,"הרצל 63, חיפה, 3321214"
אולמי לבן | Lavan Eruim גן אירועים,,אולמות וגנים,https://engaged.co.il/המלצות/לבן-אירועים.html,,,052-9170790,https://lavan-events.co.il/,,,,,"התעשייה 26, קרית אתא"
אדם וחווה | Adam Ve Hava Events גן אירועים,,אולמות וגנים,https://engaged.co.il/המלצות/אדם-וחווה-אירועים.html,,,079-5740365,,https://www.google.com/maps/search/?api=1&query=%D7%90%D7%93%D7%9D+%D7%95%D7%97%D7%95%D7%95%D7%94+Adam+Ve+Hava+Events+%D7%92%D7%9F+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D+%D7%97%D7%99%D7%A4%D7%94,,,1693,"קדושי יאסי 2, חיפה"
סילבר אירועים | SILVER EVENTS מתחם אירועים,,אולמות וגנים,https://engaged.co.il/המלצות/סילבר-אירועים.html,,,08-6722256,,,,,,"צומת סילבר, אשקלון"
המערה גן אירועים,,אולמות וגנים,https://engaged.co.il/המלצות/גן-אירועים-המערה.html,,,08-6874222,,,,,,"קיבוץ בית גוברין, 79370"
שרי אירועים | saray events,077-2309222,אולמות וגנים,https://engaged.co.il/המלצות/שרי-אירועים.html,,,0505295229,https://sarayevents.co.il,"https://www.google.com/maps/search/?api=1&query=שרי+אירועים+Saray+events,פאוור+סנטר+שער+אשקלון,+אשקלון",,5.0,9,"פאוור סנטר שער אשקלון, אשקלון, Israel"
ארבע עונות | Arba Onot גן אירועים בדרום,077-2303520,אולמות וגנים,https://engaged.co.il/המלצות/ארבע-עונות-אירועים.html,,,050-3700900,https://lp.arba-onot.co.il,,,,1696,קיבוץ ברור חיל
דוריה | Dorya אירועים,,אולמות וגנים,https://engaged.co.il/המלצות/דוריה.html,,,08-8505059,https://doryaevent.co.il,https://www.google.com/maps/search/?api=1&query=דוריה+Dorya+אירועים,,,2684,מתחם דוריה - צמוד למתחם חמי יואב על כביש 35 בין אשקלון לקריית גת
אחוזת דניאל | Ahuzat Daniel אירועים וכנסים,,אולמות וגנים,https://engaged.co.il/המלצות/אחוזת-דניאל.html,,,08-9933433,https://ahuzat-daniel.co.il,"https://www.google.com/maps/search/?api=1&query=אחוזת+דניאל+אירועים+וכנסים+היוגב+1,+נתיבות,+ישראל",,4.4,1491,"HaYogev 1, Netivot, Israel"
טרויה | Troya אירועים,,אולמות וגנים,https://engaged.co.il/המלצות/טרויה.html,,,1800-800-870,https://www.troya-garden.co.il/,"https://www.google.com/maps/place/%D7%98%D7%A8%D7%95%D7%99%D7%94+Troya+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D/@31.802874,34.721497,17z/data=!4m8!1m2!2m1!1s%D7%98%D7%A8%D7%95%D7%99%D7%94+Troya+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D!3m4!1s0x1502b11542475555:0x8922222222222222!8m2!3d31.802874!4d34.721497?hl=iw&entry=ttu",https://www.troya-garden.co.il/wp-content/uploads/2023/03/logo-black.png,4.3,2907,"מתחם בני דרום, אשדוד, ישראל"
הופה אירועים | OPA EVENTS,077-2303601,אולמות וגנים,https://engaged.co.il/המלצות/הופה-אירועים.html,,,+972 50-383-8026,https://opa-events.co.il/,,,,,"מתחם יכין, אשקלון, Israel"
האגם - אירועים בגן הבוטני | haagam אירועים בגן הבוטני,,אולמות וגנים,https://engaged.co.il/המלצות/האגם-אירועים-בגן-הבוטני.html,,,050-5558483,https://haagam.co.il,https://www.google.com/maps/search/?api=1&query=האגם+-+אירועים+בגן+הבוטני+יהודה+בורלא+1+ירושלים,,4.3,112,"יהודה בורלא 1, ירושלים, ישראל"
גאמוס ריזורט | GAMOS RESORT,073-7586813,אולמות וגנים,https://engaged.co.il/המלצות/גאמוס-ריזורט.html,,,077-9972343,https://gamos.co.il,,,,,"די זהב 7, פארק ישראל מעלה אדומים"
גן אירועים סרה - SERA | SERA גן אירועים בעמק האלה,,אולמות וגנים,https://engaged.co.il/המלצות/גן-אירועים-סרה-sera.html,,,077-2305244,https://sera-events.co.il,,https://sera-events.co.il/wp-content/uploads/2024/01/logo-sera-white.png,,,"Hamelacha 203, Beit Shemesh, Emek HaEla"
הדריה | hdarya אולם וגן אירועים,,אולמות וגנים,https://engaged.co.il/המלצות/הדריה.html,,,02-6732255,hdarya.co.il,,,,1347,"האומן 2, ירושלים"
יקב פסגות | PSAGOT WINES אירועים,077-9979800,אולמות וגנים,https://engaged.co.il/המלצות/יקב-פסגות.html,,,02-9979333,https://www.psagotwines.com/,"https://www.google.com/maps/place/Psagot+Winery/@31.887895,35.263845,17z/data=!4m8!3m7!1s0x1502d733a1b2a2a1:0x2b2b2b2b2b2b2b2b!8m2!3d31.887895!4d35.263845!9m1!1b1!16s%2Fg%2F11c2121212?hl=en&coh=1&csrp=1&srp_action=1&srp_client=gmb&srp_from=gmb_reviews&srp_id=11c2121212&srp_type=3&srp_subtype=3&srp_query=Psagot+Winery",https://upload.wikimedia.org/wikipedia/commons/e/e6/Psagot_Winery_Jug_logo.png,4.7,965,הכורם 8 א.ת. שער בנימין
חוות עמק איילון,,אולמות וגנים,https://engaged.co.il/המלצות/חוות-עמק-איילון.html,,,054-6155458,http://www.hea.co.il,,https://www.hea.co.il/wp-content/uploads/2020/07/logo-1.png,,,מבוא חורון
קדמא נווה אילן | Kedma גן אירועים,,אולמות וגנים,https://engaged.co.il/המלצות/קדמא.html,,,02-570-0171,https://www.kedma-garden.com/,"https://www.google.com/maps/place/%D7%A7%D7%93%D7%9E%D7%90+%D7%A0%D7%95%D7%95%D7%94+%D7%90%D7%99%D7%9C%D7%9F%E2%80%AD/@31.801692,35.074741,17z/data=!4m8!3m7!1s0x1502d71800000001:0x1502d71800000001!8m2!3d31.801692!4d35.074741!9m1!1b1!16s%2Fg%2F11c2100000",https://www.kedma-garden.com/wp-content/uploads/2021/07/logo-kedma.png,4.5,2129,מושב נווה אילן
אמרלד | Emerald גן אירועים אמרלד,077-9965575,אולמות וגנים,https://engaged.co.il/המלצות/אמרלד.html,,,02-992-4445,https://emeraldgarden.co.il,"https://www.google.com/maps/place/%D7%90%D7%9E%D7%A8%D7%9C%D7%93+-+%D7%92%D7%9F+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D%E2%80%AD/@31.760081,34.978939,17z/data=!4m6!3m5!1s0x1502d71d0d0d0d0d:0x1502d71d0d0d0d0d!8m2!3d31.760081!4d34.978939!16s%2Fg%2F11c2d71d0d0d0d0d?hl=iw&entry=ttu",,4.5,1846,"פארק תעשיות שורק 14, בית שמש"
גאמוס אירועים | GAMOS EVENTS,073-7586813,אולמות וגנים,https://engaged.co.il/המלצות/גאמוס-אירועים.html,,,077-9972343,https://www.gamos.co.il,"https://www.google.com/maps/search/די+זהב+7,+פארק+ישראל+מעלה+אדומים",,9.4,180,"די זהב 7, פארק ישראל מעלה אדומים"
וולקאן | Volcan Events גן אירועים,077-8041141,אולמות וגנים,https://engaged.co.il/המלצות/וולקאן.html,,,077-2315077,https://www.volcanevents.co.il,https://www.google.com/maps/search/?api=1&query=וולקאן+Volcan+Events+גן+אירועים+גנרל+פייר+קניג+39+ירושלים,https://www.volcanevents.co.il/wp-content/uploads/2023/03/volcan-logo.png,4.8,913,"גנרל פייר קניג 39, ירושלים"
עין יעל | Ein yael גן אירועים,077-9969474,אולמות וגנים,https://engaged.co.il/המלצות/גן-אירועים-עין-יעל.html,,,02-6451866,https://einyael.co.il,,,,,"דרך יצחק מודעי 1, ירושלים"
הבוסתן – גן לאירועים בכפר | bustanbacfar גן לאירועים בכפר,,אולמות וגנים,https://engaged.co.il/המלצות/הבוסתן-–-גן-לאירועים-בכפר.html,,,02-6732770,bustanbacfar.co.il,,,,,"המצפה, אבו גוש"
קסיופאה | Cassiopeia אירועים במרינה בהרצליה,,אולמות וגנים,https://engaged.co.il/המלצות/קסיופאה-אירועים.html,,,053-9418188,,,,4.1,870,"השונית 2, הרצליה (קניון ארנה)"
ערוגות הבושם | Arugot Bosem גן אירועים,077-231-8039,אולמות וגנים,https://engaged.co.il/המלצות/ערוגות-הבושם.html,,,1-700-509-999,https://www.arugotbosem.co.il/,https://www.google.com/maps/search/?api=1&query=%D7%A2%D7%A8%D7%95%D7%92%D7%95%D7%AA+%D7%94%D7%91%D7%95%D7%A9%D7%9D+%D7%92%D7%9F+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D+%D7%97%D7%93%D7%A8%D7%94,,4.3,1882,"כביש 4, בכניסה לפארק השרון, חדרה, ישראל"
קיסר ים | Caesar Yam גן אירועים בקסריה,077-8042034,אולמות וגנים,https://engaged.co.il/המלצות/קיסר-ים.html,,,052-909-7921,https://caesaryam.com,"https://www.google.com/maps/place/%D7%A7%D7%99%D7%A1%D7%A8+%D7%99%D7%9D+Caesar+Yam+%D7%92%D7%9F+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D+%D7%91%D7%A7%D7%A1%D7%A8%D7%99%D7%94/@32.500000,34.900000,15z/data=!4m8!3m7!1s0x151d111111111111:0x1111111111111111!8m2!3d32.500000!4d34.900000!9m1!1b1?hl=iw",https://caesaryam.com/wp-content/uploads/2023/05/logo-new.png,4.6,530,נמל קיסריה
אודאון | Odeon - גן אירועים,077-9977400,אולמות וגנים,https://engaged.co.il/המלצות/אודאון.html,,,072-216-0052,https://odeon.co.il,https://www.google.com/maps/search/?api=1&query=Odeon+Events+Garden+HaMasik+St+6+Emek+Hefer+Industrial+Park+Hefer+Valley+Israel,https://odeon.co.il/wp-content/uploads/2021/04/logo.png,4.5,1265,"HaMasik St 6, Emek Hefer Industrial Park, Hefer Valley, Israel"
יקבי קיסריה | Yikvey Caesarea אירועים בקיסריה,077-2244879,אולמות וגנים,https://engaged.co.il/המלצות/יקבי-קיסריה-אירועים.html,,,04-626-4644,https://www.yikvey-caesarea.co.il/,https://www.google.com/maps/search/יקבי+קיסריה+Yikvey+Caesarea+אירועים+בקיסריה,https://www.yikvey-caesarea.co.il/wp-content/uploads/2023/02/logo-yikvey-caesarea.png,4.4,320,"גן הפסלים, נמל קיסריה"
אקו חדרה | ECO גן אירועים,077-9976891,אולמות וגנים,https://engaged.co.il/המלצות/אקו-גן-אירועים.html,,,+972 73-726-3333,d-eco.co.il,https://www.google.com/maps/search/אקו+חדרה+ECO+גן+אירועים+בעלי+מלאכה+31+חדרה,,4.2,1580,"בעלי מלאכה 31, חדרה, ישראל"
ג'ונה | Jonah גן אירועים,077-8047797,אולמות וגנים,https://engaged.co.il/המלצות/גונה-נתניה.html,,,077-670-5000,https://www.jonah.co.il/,,,,,"קהילת צפת 2, נתניה"
חופית | hofit events בית קולינרי לאירועים,077-8040842,אולמות וגנים,https://engaged.co.il/המלצות/חופית.html,,,077-2305750,https://hofit-events.co.il/,https://www.google.com/maps/search/חופית+hofit+events+בית+קולינרי+לאירועים,,,,"קניון אם הדרך, בית חירות, Israel"
מי מתחם אירועים ברעננה | ME EVENTS מתחם אירועי בוטיק בשרון,077-9975711,אולמות וגנים,https://engaged.co.il/המלצות/מי-אירועים-רעננה.html,,,072-3970112,https://me-events.co.il,"https://www.google.com/maps/place/ME+Events/@32.191599,34.871025,17z/data=!4m8!1m2!2m1!1sME+EVENTS+%D7%9E%D7%AA%D7%97%D7%9D+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99+%D7%91%D7%95%D7%98%D7%99%D7%A7+%D7%91%D7%A9%D7%A8%D7%95%D7%9F!3m4!1s0x151d371400000001:0x123456789abcdef0!8m2!3d32.191599!4d34.871025!9m1!1b1?hl=iw",https://me-events.co.il/wp-content/uploads/2021/07/me-events-logo.png,4.7,93,"התדהר 2, רעננה, 4366504, ישראל"
ווין אירועים | win events win events,077-2309899,אולמות וגנים,https://engaged.co.il/המלצות/ווין-אירועים.html,,,04-6569791,https://winevents.co.il/,"https://www.google.com/maps/search/?api=1&query=ווין+אירועים,התלם+1+פארק+תעשייה+עמק+חפר",,4.2,782,"התלם 1, פארק תעשייה, עמק חפר, Israel"
אחוזה בית חנן | Haachuza Beit Hanan גן אירועים,,אולמות וגנים,https://engaged.co.il/המלצות/אחוזה-בית-חנן.html,,,03-9500105,https://achuza.co.il,https://www.google.com/maps/search/?api=1&query=אחוזה+בית+חנן+גן+אירועים&query_place_id=ChIJg21_127_HRUR21_127_HRU,,4.8,300,"דרך הפקאן, בית חנן, Israel"
קדיתא | Kadita גן אירועים,077-4447129,אולמות וגנים,https://engaged.co.il/המלצות/קדיתא.html,,,055-453-9715,https://kadita-events.co.il/,,,,,המסיק 5 עמק חפר ת.ד 169 מיקוד 3877701
אלכסנדר | Alexander גן ארועים,077-2315810,אולמות וגנים,https://engaged.co.il/המלצות/אלכסנדר.html,,,09-8332266,https://alexander-events.co.il,"https://www.google.com/maps/place/%D7%90%D7%9C%D7%9B%D7%A1%D7%A0%D7%93%D7%A8+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D%E2%80%AD/@32.399566,34.896756,17z/data=!4m8!3m7!1s0x151d382222222222:0x123456789abcdef0!8m2!3d32.399566!4d34.896756!9m1!1b1!16s%2Fg%2F11c2222222?hl=iw&entry=ttu",https://alexander-events.co.il/wp-content/uploads/2021/07/Alexander-Logo.png,4.7,1000+,"המסיק 2, עמק חפר"
בית | Bait Events גן אירועים,,אולמות וגנים,https://engaged.co.il/המלצות/בית-רעננה-אירועים.html,,,09-7466555,https://bait-events.co.il,https://www.google.com/maps/search/?api=1&query=בית+Bait+Events+גן+אירועים+HaTa'asiya+St+10+Ra'anana,,4.5,1420,"HaTa'asiya St 10, Ra'anana, Israel"
גאיה חדרה | Gaya Hadera,055-4547281,אולמות וגנים,https://engaged.co.il/המלצות/גאיה-חדרה.html,,,055-4539480,https://gaya-hadera.co.il,"https://www.google.com/maps/place/%D7%92%D7%90%D7%99%D7%94+%D7%97%D7%93%D7%A8%D7%94%E2%80%AD/@32.433939,34.922129,17z/data=!4m8!3m7!1s0x151d161102231201:0x31165306e232962!8m2!3d32.433939!4d34.922129!9m1!1b1!16s%2Fg%2F11c261_23c?hl=iw&entry=ttu",https://gaya-hadera.co.il/wp-content/uploads/2023/03/logo-gaya.png,4.8,1651,"האומן 12, חדרה"
מתקן צילום 360 צילום 360 לאירועים,,אטרקציות,https://engaged.co.il/המלצות/מתקן-צילום-360.html,,,050-9030901,https://faceit.co.il/,,,,,
בית על הים | Hous On The Sea חתונה בתל אביב,,אולמות וגנים,https://engaged.co.il/המלצות/בית-על-הים.html,,,03-7174666,housea.co.il,https://www.google.com/maps/search/?api=1&query=בית+על+הים+Hous+On+The+Sea+חתונה+בתל+אביב+Ruslan+Street+1+Tel+Aviv-Yafo,,4.5,1547,"Ruslan Street 1, Tel Aviv-Yafo"
השמורה | shmura גן אירועים בטבע,,אולמות וגנים,https://engaged.co.il/המלצות/השמורה.html,,,0523615165,,,,,,"הזגג 1, חדרה, Israel"
חוות אלנבי | Alenby Events גן אירועים,077-9971106,אולמות וגנים,https://engaged.co.il/המלצות/חוות-אלנבי.html,,,077-9965086,https://www.alenby-events.co.il/,https://www.google.com/maps/search/?api=1&query=חוות+אלנבי+Alenby+Events+נצר+סרני,https://www.alenby-events.co.il/wp-content/uploads/2018/06/logo.png,4.5,292,קיבוץ נצר סרני
לין הפקות | lin productions החלום שלכם- המציאות שלנו,,אולמות וגנים,https://engaged.co.il/המלצות/לין-הפקות.html,,,054-222-2222,https://www.linproductions.co.il/,https://www.google.com/search?q=לין+הפקות+lin+productions+reviews,https://static.wixstatic.com/media/8f7e3e_414563975225290_1847857938_n.jpg,4.9,124,"Tel Aviv-Yafo, Israel"
חלום בחווה | HALOM BAHAVA גן אירועים בטבע,077-8040813,אולמות וגנים,https://engaged.co.il/המלצות/חלום-בחווה.html,,,050-588-5000,https://halombahava.co.il,https://www.google.com/search?q=חלום+בחווה+חדרה+ביקורות,,5.0,19,"צה""ל 100, חדרה"
סנטרל | Central Events מתחם אירועים חדש במרכז,077-8053229,אולמות וגנים,https://engaged.co.il/המלצות/מתחם-האירועים-סנטרל.html,,,03-635-4040,https://central-events.co.il/,https://www.google.com/maps/search/?api=1&query=%D7%A1%D7%A0%D7%98%D7%A8%D7%9C+Central+Events+%D7%A4%D7%AA%D7%97+%D7%AA%D7%A7%D7%95%D7%95%D7%94,https://central-events.co.il/wp-content/uploads/2023/01/central-logo.png,4.4,198,"תוצרת הארץ 3, פתח תקווה"
רוקח | Rokach גן אירועים,,אולמות וגנים,https://engaged.co.il/המלצות/רוקח-אירועים.html,,,03-7449000,https://rokach-events.co.il/,https://www.google.com/maps/search/?api=1&query=%D7%A8%D7%95%D7%A7%D7%97+Rokach+%D7%92%D7%9F+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D,https://rokach-events.co.il/wp-content/uploads/2022/05/logo-rokach.png,4.3,751,"שדרות רוקח 101, תל אביב יפו"
עדן - גן האירועים | Eden- Events garden& hall גן אירועים מיוחד בשרון,,אולמות וגנים,https://engaged.co.il/המלצות/עדן-על-המים-אירועים.html,,,09-7669299,https://www.gan-eden.co.il/,https://www.google.com/maps/search/?api=1&query=%D7%A2%D7%93%D7%9F+-%D7%92%D7%9F+%D7%94%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D+%D7%A0%D7%99%D7%A8+%D7%90%D7%9C%D7%99%D7%94%D7%95,https://www.gan-eden.co.il/wp-content/uploads/2023/05/EDEN_final_logo3.png,4.4,1672,"קיבוץ ניר אליהו, 4584500, ישראל"
ארטיסטה אירועים | Artista תתכוננו להתאהב (בפעם השנייה),077-8041522,אולמות וגנים,https://engaged.co.il/המלצות/ארטיסטה-ארועים.html,,,052-6098609,https://artista-israel.com/,https://www.google.com/maps/search/?api=1&query=ארטיסטה+אירועים+חדרה,https://static.wixstatic.com/media/0ee549a5-0ffa-4131-8036-5b3f6b92dc61.jpg,4.3,273,"המסגר 22, חדרה"
על הנחל | Al Hanahal Events אירועים תחת כיפת השמיים,077-7299546,אולמות וגנים,https://engaged.co.il/המלצות/על-הנחל.html,,,052-9095121,https://d-eco.co.il,https://www.google.com/maps/search/?api=1&query=%D7%A2%D7%9C+%D7%94%D7%A0%D7%97%D7%9C+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D+%D7%97%D7%93%D7%A8%D7%94,https://d-eco.co.il/wp-content/uploads/2023/06/DSC08491-scaled.jpg,4.2,447,"בעלי מלאכה 31, חדרה"
